id,label,cap-shape,cap-surface,bruises,odor,gill-attachment,gill-spacing,gill-size,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,veil-type,ring-number,ring-type,spore-print-color,population,habitat,cap-color-rate,gill-color-rate,veil-color-rate,stalk-color-above-ring-rate,stalk-color-below-ring-rate
4764,e,x,s,t,n,f,c,b,e,b,s,s,p,t,p,w,y,p,6.0,5.0,1.0,1.0,1.0
4765,p,f,s,f,y,f,c,n,t,?,s,k,p,o,e,w,v,d,5.0,9.0,1.0,1.0,5.0
4766,p,x,y,f,m,a,c,b,e,c,k,y,p,n,n,w,c,d,1.0,5.0,1.0,8.0,9.0
4767,p,k,s,f,f,f,c,n,t,?,s,s,p,o,e,w,v,l,1.0,9.0,1.0,1.0,1.0
4768,e,k,s,f,n,f,w,b,e,?,k,k,p,t,p,w,s,g,4.0,2.0,1.0,1.0,1.0
4769,p,k,s,f,f,f,c,n,t,?,k,s,p,o,e,w,v,d,1.0,9.0,1.0,2.0,1.0
4770,p,f,y,f,y,f,c,n,t,?,k,k,p,o,e,w,v,p,1.0,9.0,1.0,2.0,1.0
4771,p,k,s,f,s,f,c,n,t,?,s,k,p,o,e,w,v,p,1.0,9.0,1.0,2.0,1.0
4772,p,k,y,f,y,f,c,n,t,?,s,k,p,o,e,w,v,d,5.0,9.0,1.0,2.0,1.0
4773,p,f,y,f,f,f,c,n,t,?,k,s,p,o,e,w,v,d,5.0,9.0,1.0,2.0,1.0
4774,e,f,s,t,n,f,c,b,e,b,s,s,p,t,p,w,y,p,9.0,5.0,1.0,1.0,1.0
4775,p,f,y,f,f,f,c,n,t,?,s,k,p,o,e,w,v,l,1.0,9.0,1.0,2.0,1.0
4776,p,k,s,f,f,f,c,n,t,?,s,k,p,o,e,w,v,d,5.0,9.0,1.0,1.0,5.0
4777,p,x,s,f,y,f,c,n,t,?,k,s,p,o,e,w,v,l,5.0,9.0,1.0,2.0,5.0
4778,p,f,y,f,y,f,c,n,t,?,k,k,p,o,e,w,v,l,5.0,9.0,1.0,2.0,5.0
4779,p,x,s,f,f,f,c,n,t,?,s,s,p,o,e,w,v,p,1.0,9.0,1.0,2.0,1.0
4780,e,f,s,f,n,a,c,b,e,?,s,s,p,o,p,n,c,l,1.0,10.0,1.0,7.0,8.0
4781,p,f,s,f,s,f,c,n,t,?,s,k,p,o,e,w,v,d,5.0,9.0,1.0,2.0,5.0
4782,p,x,y,f,s,f,c,n,t,?,s,k,p,o,e,w,v,p,5.0,9.0,1.0,2.0,1.0
4783,p,x,y,f,f,f,c,n,t,?,s,k,p,o,e,w,v,d,5.0,9.0,1.0,1.0,1.0
4784,p,x,s,f,s,f,c,n,t,?,k,k,p,o,e,w,v,p,5.0,9.0,1.0,2.0,5.0
4785,p,k,s,f,f,f,c,n,t,?,k,k,p,o,e,w,v,l,5.0,9.0,1.0,2.0,5.0
4786,p,x,s,f,y,f,c,n,t,?,s,s,p,o,e,w,v,l,5.0,9.0,1.0,1.0,5.0
4787,e,b,f,f,n,f,w,b,e,?,k,s,p,t,p,w,s,g,4.0,5.0,1.0,1.0,1.0
4788,p,k,y,f,s,f,c,n,t,?,k,s,p,o,e,w,v,p,5.0,9.0,1.0,2.0,1.0
4789,p,k,s,f,s,f,c,n,t,?,s,k,p,o,e,w,v,l,5.0,9.0,1.0,2.0,1.0
4790,e,k,f,f,n,f,w,b,e,?,s,s,p,t,p,w,n,g,4.0,2.0,1.0,1.0,1.0
4791,e,f,s,f,n,a,c,b,e,?,s,s,p,o,p,n,v,l,1.0,1.0,1.0,7.0,8.0
4792,p,f,y,f,m,f,c,b,e,c,k,y,p,n,n,w,c,d,1.0,5.0,1.0,8.0,9.0
4793,p,k,s,f,s,f,c,n,t,?,s,k,p,o,e,w,v,d,5.0,9.0,1.0,1.0,5.0
4794,p,f,s,f,f,f,c,n,t,?,k,k,p,o,e,w,v,l,1.0,9.0,1.0,1.0,1.0
4795,p,k,y,f,f,f,c,n,t,?,k,k,p,o,e,w,v,p,1.0,9.0,1.0,1.0,5.0
4796,p,k,s,f,y,f,c,n,t,?,s,s,p,o,e,w,v,l,5.0,9.0,1.0,1.0,5.0
4797,p,k,y,f,y,f,c,n,t,?,s,s,p,o,e,w,v,p,1.0,9.0,1.0,1.0,1.0
4798,p,k,y,f,y,f,c,n,t,?,s,k,p,o,e,w,v,l,1.0,9.0,1.0,1.0,5.0
4799,e,x,f,f,n,f,w,b,e,?,k,k,p,t,p,w,n,g,4.0,2.0,1.0,1.0,1.0
4800,p,k,y,f,f,f,c,n,t,?,k,k,p,o,e,w,v,p,5.0,9.0,1.0,1.0,5.0
4801,p,x,y,f,m,a,c,b,e,c,k,y,p,n,n,w,c,d,9.0,10.0,1.0,8.0,9.0
4802,p,k,y,f,s,f,c,n,t,?,k,k,p,o,e,w,v,p,5.0,9.0,1.0,1.0,5.0
4803,p,k,y,f,s,f,c,n,t,?,k,k,p,o,e,w,v,l,5.0,9.0,1.0,2.0,1.0
4804,e,b,s,f,n,f,w,b,e,?,s,k,p,t,p,w,s,g,3.0,4.0,1.0,1.0,1.0
4805,p,k,s,f,y,f,c,n,t,?,k,k,p,o,e,w,v,d,1.0,9.0,1.0,2.0,1.0
4806,p,x,s,f,y,f,c,n,t,?,s,k,p,o,e,w,v,p,5.0,9.0,1.0,2.0,5.0
4807,p,f,y,f,f,f,c,n,t,?,k,s,p,o,e,w,v,l,1.0,9.0,1.0,2.0,1.0
4808,p,f,s,f,y,f,c,n,t,?,k,k,p,o,e,w,v,p,5.0,9.0,1.0,2.0,5.0
4809,p,k,y,f,f,f,c,n,t,?,s,k,p,o,e,w,v,d,5.0,9.0,1.0,2.0,1.0
4810,p,k,y,f,f,f,c,n,t,?,k,s,p,o,e,w,v,d,5.0,9.0,1.0,1.0,5.0
4811,e,b,f,f,n,f,w,b,e,?,s,s,p,t,p,w,n,g,3.0,5.0,1.0,1.0,1.0
4812,p,k,y,f,m,a,c,b,e,c,k,y,p,n,n,w,c,d,1.0,5.0,1.0,8.0,9.0
4813,p,f,y,f,y,f,c,n,t,?,k,s,p,o,e,w,v,d,5.0,9.0,1.0,2.0,1.0
4814,p,k,s,f,f,f,c,n,t,?,s,k,p,o,e,w,v,p,1.0,9.0,1.0,1.0,5.0
4815,p,k,y,f,f,f,c,n,t,?,k,s,p,o,e,w,v,p,1.0,9.0,1.0,1.0,5.0
4816,p,x,s,f,s,f,c,n,t,?,k,k,p,o,e,w,v,l,5.0,9.0,1.0,1.0,1.0
4817,e,x,y,t,n,f,c,b,e,b,s,s,p,t,p,w,v,p,4.0,5.0,1.0,1.0,1.0
4818,p,f,s,f,y,f,c,n,t,?,k,s,p,o,e,w,v,d,1.0,9.0,1.0,2.0,1.0
4819,p,k,y,f,y,f,c,n,t,?,k,s,p,o,e,w,v,p,5.0,9.0,1.0,1.0,1.0
4820,e,k,f,f,n,f,w,b,e,?,k,k,p,t,p,w,n,g,3.0,5.0,1.0,1.0,1.0
4821,p,x,s,f,s,f,c,n,t,?,k,s,p,o,e,w,v,d,1.0,9.0,1.0,2.0,5.0
4822,p,k,y,f,y,f,c,n,t,?,s,s,p,o,e,w,v,d,1.0,9.0,1.0,2.0,1.0
4823,p,x,s,f,s,f,c,n,t,?,s,s,p,o,e,w,v,d,5.0,9.0,1.0,2.0,1.0
4824,e,k,s,f,n,f,w,b,e,?,s,k,p,t,p,w,n,g,3.0,5.0,1.0,1.0,1.0
4825,p,f,y,f,s,f,c,n,t,?,s,s,p,o,e,w,v,p,1.0,9.0,1.0,1.0,5.0
4826,p,k,s,f,s,f,c,n,t,?,k,k,p,o,e,w,v,p,5.0,9.0,1.0,1.0,5.0
4827,p,k,s,f,y,f,c,n,t,?,k,k,p,o,e,w,v,p,5.0,9.0,1.0,1.0,1.0
4828,p,f,y,f,f,f,c,n,t,?,s,k,p,o,e,w,v,l,5.0,9.0,1.0,2.0,5.0
4829,e,f,s,f,n,a,c,b,e,?,s,s,p,o,p,y,v,l,1.0,1.0,1.0,7.0,8.0
4830,p,f,y,f,y,f,c,n,t,?,k,k,p,o,e,w,v,d,1.0,9.0,1.0,2.0,1.0
4831,p,k,y,f,y,f,c,n,t,?,s,s,p,o,e,w,v,d,5.0,9.0,1.0,2.0,1.0
4832,p,k,s,f,y,f,c,n,t,?,s,k,p,o,e,w,v,d,5.0,9.0,1.0,1.0,1.0
4833,p,k,s,f,f,f,c,n,t,?,s,k,p,o,e,w,v,l,5.0,9.0,1.0,2.0,1.0
4834,e,b,s,f,n,a,c,b,e,?,s,s,p,o,p,b,v,l,1.0,11.0,2.0,7.0,8.0
4835,e,k,s,f,n,f,w,b,e,?,k,k,p,t,p,w,s,g,4.0,4.0,1.0,1.0,1.0
4836,e,x,s,f,n,a,c,b,e,?,s,s,p,o,p,n,v,l,1.0,1.0,2.0,7.0,8.0
4837,e,x,f,f,n,f,w,b,e,?,k,k,p,t,p,w,n,g,4.0,4.0,1.0,1.0,1.0
4838,p,k,s,f,y,f,c,n,t,?,s,s,p,o,e,w,v,d,5.0,9.0,1.0,1.0,5.0
4839,p,f,y,f,f,f,c,n,t,?,s,k,p,o,e,w,v,d,5.0,9.0,1.0,1.0,5.0
4840,p,k,s,f,s,f,c,n,t,?,k,k,p,o,e,w,v,d,1.0,9.0,1.0,2.0,1.0
4841,p,k,s,f,y,f,c,n,t,?,k,s,p,o,e,w,v,p,1.0,9.0,1.0,2.0,1.0
4842,e,b,s,f,n,f,w,b,e,?,k,s,p,t,p,w,n,g,3.0,4.0,1.0,1.0,1.0
4843,p,f,s,f,s,f,c,n,t,?,s,s,p,o,e,w,v,d,1.0,9.0,1.0,2.0,5.0
4844,e,b,f,f,n,f,w,b,e,?,s,k,p,t,p,w,n,g,4.0,4.0,1.0,1.0,1.0
4845,p,x,s,f,f,f,c,n,t,?,k,s,p,o,e,w,v,d,1.0,9.0,1.0,1.0,1.0
4846,p,x,y,f,f,f,c,n,t,?,s,k,p,o,e,w,v,l,5.0,9.0,1.0,1.0,1.0
4847,p,f,y,f,m,f,c,b,e,c,k,y,p,n,n,w,c,d,9.0,5.0,1.0,8.0,9.0
4848,p,f,s,f,s,f,c,n,t,?,s,s,p,o,e,w,v,d,1.0,9.0,1.0,1.0,5.0
4849,p,x,y,f,s,f,c,n,t,?,s,s,p,o,e,w,v,l,5.0,9.0,1.0,2.0,1.0
4850,p,f,s,f,s,f,c,n,t,?,k,k,p,o,e,w,v,l,1.0,9.0,1.0,1.0,1.0
4851,p,f,y,f,f,f,c,n,t,?,k,s,p,o,e,w,v,p,5.0,9.0,1.0,1.0,5.0
4852,p,f,s,f,f,f,c,n,t,?,k,k,p,o,e,w,v,l,5.0,9.0,1.0,1.0,5.0
4853,p,x,s,f,s,f,c,n,t,?,k,k,p,o,e,w,v,d,5.0,9.0,1.0,1.0,1.0
4854,e,k,s,f,n,f,w,b,e,?,k,s,p,t,p,w,s,g,4.0,5.0,1.0,1.0,1.0
4855,p,x,s,f,y,f,c,n,t,?,s,s,p,o,e,w,v,p,5.0,9.0,1.0,2.0,1.0
4856,p,k,s,f,y,f,c,n,t,?,k,s,p,o,e,w,v,l,1.0,9.0,1.0,1.0,5.0
4857,p,k,y,f,s,f,c,n,t,?,k,s,p,o,e,w,v,l,5.0,9.0,1.0,1.0,5.0
4858,p,x,s,f,y,f,c,n,t,?,k,k,p,o,e,w,v,p,1.0,9.0,1.0,1.0,5.0
4859,e,b,s,f,n,f,w,b,e,?,s,k,p,t,p,w,n,g,4.0,2.0,1.0,1.0,1.0
4860,p,x,s,f,s,f,c,n,t,?,s,s,p,o,e,w,v,l,1.0,9.0,1.0,1.0,5.0
4861,p,f,s,f,s,f,c,n,t,?,s,s,p,o,e,w,v,d,5.0,9.0,1.0,1.0,1.0
4862,p,k,s,f,s,f,c,n,t,?,s,s,p,o,e,w,v,d,1.0,9.0,1.0,2.0,1.0
4863,e,b,s,f,n,f,w,b,e,?,s,s,p,t,p,w,s,g,4.0,5.0,1.0,1.0,1.0
4864,p,x,s,f,y,f,c,n,t,?,k,k,p,o,e,w,v,p,1.0,9.0,1.0,2.0,5.0
4865,p,f,y,f,y,f,c,n,t,?,s,k,p,o,e,w,v,p,5.0,9.0,1.0,1.0,1.0
4866,p,f,s,f,y,f,c,n,t,?,s,k,p,o,e,w,v,d,5.0,9.0,1.0,2.0,1.0
4867,p,f,y,f,m,f,c,b,e,c,k,y,p,n,n,w,c,d,1.0,10.0,1.0,8.0,9.0
4868,e,b,f,f,n,f,w,b,e,?,k,s,p,t,p,w,s,g,4.0,2.0,1.0,1.0,1.0
4869,p,f,s,f,f,f,c,n,t,?,k,k,p,o,e,w,v,p,5.0,9.0,1.0,2.0,5.0
4870,p,k,s,f,f,f,c,n,t,?,s,k,p,o,e,w,v,l,1.0,9.0,1.0,2.0,5.0
4871,e,k,s,f,n,f,w,b,e,?,s,k,p,t,p,w,n,g,4.0,4.0,1.0,1.0,1.0
4872,p,k,y,f,f,f,c,n,t,?,k,k,p,o,e,w,v,l,1.0,9.0,1.0,2.0,5.0
4873,p,x,s,f,s,f,c,n,t,?,k,k,p,o,e,w,v,l,5.0,9.0,1.0,2.0,5.0
4874,e,b,s,f,n,a,c,b,e,?,s,s,p,o,p,y,c,l,1.0,10.0,2.0,7.0,8.0
4875,p,k,y,f,f,f,c,n,t,?,s,k,p,o,e,w,v,l,1.0,9.0,1.0,2.0,1.0
4876,p,f,y,f,s,f,c,n,t,?,k,k,p,o,e,w,v,l,1.0,9.0,1.0,1.0,1.0
4877,e,x,s,f,n,a,c,b,e,?,s,s,p,o,p,b,c,l,1.0,1.0,1.0,7.0,8.0
4878,p,k,s,f,f,f,c,n,t,?,k,k,p,o,e,w,v,l,1.0,9.0,1.0,2.0,1.0
4879,p,k,s,f,f,f,c,n,t,?,k,k,p,o,e,w,v,d,1.0,9.0,1.0,2.0,5.0
4880,p,k,s,f,s,f,c,n,t,?,k,s,p,o,e,w,v,p,1.0,9.0,1.0,2.0,5.0
4881,p,k,s,f,s,f,c,n,t,?,s,s,p,o,e,w,v,p,1.0,9.0,1.0,2.0,1.0
4882,e,f,y,t,n,f,c,b,e,b,s,s,p,t,p,w,y,p,9.0,5.0,1.0,1.0,1.0
4883,e,f,s,f,n,a,c,b,e,?,s,s,p,o,p,n,c,l,1.0,1.0,1.0,7.0,8.0
4884,e,b,s,f,n,f,w,b,e,?,k,k,p,t,p,w,n,g,3.0,2.0,1.0,1.0,1.0
4885,p,k,s,f,s,f,c,n,t,?,s,s,p,o,e,w,v,p,5.0,9.0,1.0,2.0,5.0
4886,e,b,s,f,n,f,w,b,e,?,s,s,p,t,p,w,n,g,4.0,5.0,1.0,1.0,1.0
4887,p,k,y,f,y,f,c,n,t,?,k,k,p,o,e,w,v,p,5.0,9.0,1.0,2.0,1.0
4888,p,k,y,f,s,f,c,n,t,?,s,s,p,o,e,w,v,d,1.0,9.0,1.0,1.0,1.0
4889,e,x,s,f,n,a,c,b,e,?,s,s,p,o,p,y,c,l,1.0,11.0,2.0,7.0,8.0
4890,p,x,s,f,y,f,c,n,t,?,k,s,p,o,e,w,v,p,5.0,9.0,1.0,1.0,1.0
4891,p,x,s,f,f,f,c,n,t,?,k,s,p,o,e,w,v,d,1.0,9.0,1.0,2.0,5.0
4892,p,f,s,f,y,f,c,n,t,?,k,s,p,o,e,w,v,l,5.0,9.0,1.0,1.0,1.0
4893,p,f,y,f,s,f,c,n,t,?,s,s,p,o,e,w,v,p,5.0,9.0,1.0,2.0,5.0
4894,p,x,y,f,s,f,c,n,t,?,k,s,p,o,e,w,v,p,5.0,9.0,1.0,2.0,5.0
4895,p,k,s,f,f,f,c,n,t,?,k,k,p,o,e,w,v,d,5.0,9.0,1.0,1.0,1.0
4896,e,k,y,f,n,f,c,b,e,b,y,y,p,t,p,w,y,d,1.0,5.0,1.0,5.0,7.0
4897,p,f,s,f,f,f,c,n,t,?,s,s,p,o,e,w,v,d,5.0,9.0,1.0,1.0,1.0
4898,p,k,s,f,s,f,c,n,t,?,k,k,p,o,e,w,v,p,1.0,9.0,1.0,2.0,1.0
4899,p,f,y,f,y,f,c,n,t,?,s,s,p,o,e,w,v,p,1.0,9.0,1.0,1.0,1.0
4900,p,f,s,f,f,f,c,n,t,?,k,s,p,o,e,w,v,d,5.0,9.0,1.0,2.0,5.0
4901,e,k,f,f,n,f,w,b,e,?,s,s,p,t,p,w,n,g,4.0,5.0,1.0,1.0,1.0
4902,p,k,s,f,f,f,c,n,t,?,s,k,p,o,e,w,v,d,1.0,9.0,1.0,1.0,5.0
4903,e,b,f,f,n,f,w,b,e,?,k,s,p,t,p,w,s,g,3.0,4.0,1.0,1.0,1.0
4904,p,k,s,f,y,f,c,n,t,?,k,k,p,o,e,w,v,l,5.0,9.0,1.0,2.0,1.0
4905,e,x,s,f,n,f,w,b,e,?,k,k,p,t,p,w,n,g,4.0,4.0,1.0,1.0,1.0
4906,e,k,s,f,n,a,c,b,e,?,s,s,p,o,p,y,c,l,1.0,10.0,2.0,7.0,8.0
4907,p,k,s,f,f,f,c,n,t,?,k,s,p,o,e,w,v,p,5.0,9.0,1.0,1.0,5.0
4908,p,k,y,f,f,f,c,n,t,?,s,s,p,o,e,w,v,l,1.0,9.0,1.0,1.0,5.0
4909,e,k,f,f,n,f,w,b,e,?,k,k,p,t,p,w,n,g,4.0,2.0,1.0,1.0,1.0
4910,p,x,s,f,y,f,c,n,t,?,s,s,p,o,e,w,v,l,1.0,9.0,1.0,2.0,5.0
4911,p,k,y,f,s,f,c,n,t,?,s,s,p,o,e,w,v,l,1.0,9.0,1.0,1.0,5.0
4912,e,x,f,f,n,f,w,b,e,?,k,s,p,t,p,w,n,g,3.0,2.0,1.0,1.0,1.0
4913,p,k,y,f,f,f,c,n,t,?,k,s,p,o,e,w,v,p,5.0,9.0,1.0,2.0,1.0
4914,p,k,s,f,f,f,c,n,t,?,k,s,p,o,e,w,v,l,5.0,9.0,1.0,2.0,5.0
4915,p,k,s,f,f,f,c,n,t,?,k,k,p,o,e,w,v,l,5.0,9.0,1.0,2.0,1.0
4916,p,k,y,f,s,f,c,n,t,?,k,s,p,o,e,w,v,p,5.0,9.0,1.0,1.0,1.0
4917,p,k,y,f,s,f,c,n,t,?,s,s,p,o,e,w,v,p,1.0,9.0,1.0,2.0,1.0
4918,e,k,s,f,n,f,w,b,e,?,k,k,p,t,p,w,n,g,4.0,2.0,1.0,1.0,1.0
4919,p,k,y,f,f,f,c,n,t,?,k,k,p,o,e,w,v,p,1.0,9.0,1.0,2.0,5.0
4920,p,k,s,f,f,f,c,n,t,?,s,s,p,o,e,w,v,l,5.0,9.0,1.0,1.0,5.0
4921,e,x,s,f,n,f,w,b,e,?,s,k,p,t,p,w,n,g,4.0,5.0,1.0,1.0,1.0
4922,e,f,s,f,n,a,c,b,e,?,s,s,p,o,p,y,v,l,1.0,10.0,2.0,7.0,8.0
4923,e,k,s,f,n,f,w,b,e,?,k,s,p,t,p,w,n,g,4.0,2.0,1.0,1.0,1.0
4924,p,x,s,f,s,f,c,n,t,?,k,s,p,o,e,w,v,p,5.0,9.0,1.0,1.0,5.0
4925,p,k,s,f,f,f,c,n,t,?,s,s,p,o,e,w,v,d,1.0,9.0,1.0,1.0,1.0
4926,p,k,s,f,s,f,c,n,t,?,s,k,p,o,e,w,v,p,1.0,9.0,1.0,1.0,5.0
4927,e,x,s,f,n,f,w,b,e,?,k,s,p,t,p,w,s,g,4.0,4.0,1.0,1.0,1.0
4928,p,k,y,f,s,f,c,n,t,?,k,k,p,o,e,w,v,p,5.0,9.0,1.0,2.0,5.0
4929,e,f,s,f,n,a,c,b,e,?,s,s,p,o,p,y,v,l,1.0,1.0,2.0,7.0,8.0
4930,e,k,s,f,n,f,w,b,e,?,k,k,p,t,p,w,n,g,3.0,5.0,1.0,1.0,1.0
4931,p,f,y,f,m,f,c,b,e,c,k,y,p,n,n,w,c,d,5.0,10.0,1.0,8.0,9.0
4932,e,b,s,f,n,f,w,b,e,?,k,k,p,t,p,w,s,g,4.0,2.0,1.0,1.0,1.0
4933,p,f,y,f,y,f,c,n,t,?,s,k,p,o,e,w,v,p,1.0,9.0,1.0,1.0,1.0
4934,e,b,s,f,n,a,c,b,e,?,s,s,p,o,p,b,c,l,1.0,11.0,1.0,7.0,8.0
4935,e,b,s,f,n,f,w,b,e,?,k,s,p,t,p,w,n,g,4.0,5.0,1.0,1.0,1.0
4936,e,k,s,f,n,a,c,b,e,?,s,s,p,o,p,y,c,l,1.0,1.0,2.0,7.0,8.0
4937,e,b,s,f,n,f,w,b,e,?,k,k,p,t,p,w,n,g,4.0,4.0,1.0,1.0,1.0
4938,p,k,s,f,f,f,c,n,t,?,k,s,p,o,e,w,v,l,1.0,9.0,1.0,1.0,1.0
4939,p,k,y,f,y,f,c,n,t,?,s,k,p,o,e,w,v,p,1.0,9.0,1.0,2.0,1.0
4940,e,f,s,f,n,a,c,b,e,?,s,s,p,o,p,o,c,l,1.0,1.0,1.0,7.0,8.0
4941,p,k,s,f,y,f,c,n,t,?,k,k,p,o,e,w,v,p,5.0,9.0,1.0,2.0,5.0
4942,p,f,s,f,y,f,c,n,t,?,s,k,p,o,e,w,v,p,5.0,9.0,1.0,1.0,5.0
4943,p,k,s,f,y,f,c,n,t,?,s,k,p,o,e,w,v,l,1.0,9.0,1.0,2.0,5.0
4944,p,k,s,f,s,f,c,n,t,?,s,k,p,o,e,w,v,l,1.0,9.0,1.0,1.0,5.0
4945,e,b,s,f,n,a,c,b,e,?,s,s,p,o,p,y,v,l,1.0,10.0,2.0,7.0,8.0
4946,e,k,f,f,n,f,w,b,e,?,k,k,p,t,p,w,s,g,4.0,5.0,1.0,1.0,1.0
4947,e,b,s,f,n,a,c,b,e,?,s,s,p,o,p,o,c,l,1.0,11.0,2.0,7.0,8.0
4948,p,k,s,f,s,f,c,n,t,?,k,s,p,o,e,w,v,l,1.0,9.0,1.0,2.0,1.0
4949,p,k,y,f,s,f,c,n,t,?,s,k,p,o,e,w,v,l,5.0,9.0,1.0,1.0,5.0
4950,p,k,y,f,y,f,c,n,t,?,k,s,p,o,e,w,v,p,5.0,9.0,1.0,2.0,5.0
4951,p,k,s,f,y,f,c,n,t,?,s,s,p,o,e,w,v,l,1.0,9.0,1.0,2.0,5.0
4952,e,f,s,f,n,a,c,b,e,?,s,s,p,o,p,n,c,l,1.0,1.0,2.0,7.0,8.0
4953,p,k,s,f,y,f,c,n,t,?,s,s,p,o,e,w,v,d,5.0,9.0,1.0,1.0,1.0
4954,e,x,s,f,n,a,c,b,e,?,s,s,p,o,p,o,v,l,1.0,11.0,2.0,7.0,8.0
4955,p,k,s,f,y,f,c,n,t,?,k,k,p,o,e,w,v,d,1.0,9.0,1.0,1.0,5.0
4956,e,k,s,f,n,f,w,b,e,?,s,s,p,t,p,w,s,g,3.0,4.0,1.0,1.0,1.0
4957,p,k,y,f,f,f,c,n,t,?,s,s,p,o,e,w,v,d,5.0,9.0,1.0,1.0,5.0
4958,p,k,y,f,f,f,c,n,t,?,k,k,p,o,e,w,v,d,1.0,9.0,1.0,2.0,1.0
4959,e,k,f,f,n,f,w,b,e,?,s,s,p,t,p,w,s,g,4.0,2.0,1.0,1.0,1.0
4960,p,f,s,f,y,f,c,n,t,?,k,s,p,o,e,w,v,p,1.0,9.0,1.0,2.0,1.0
4961,e,x,s,f,n,f,w,b,e,?,s,s,p,t,p,w,n,g,4.0,5.0,1.0,1.0,1.0
4962,p,k,y,f,f,f,c,n,t,?,s,k,p,o,e,w,v,p,1.0,9.0,1.0,2.0,1.0
4963,p,f,s,f,f,f,c,n,t,?,s,k,p,o,e,w,v,d,5.0,9.0,1.0,2.0,5.0
4964,e,x,f,f,n,f,w,b,e,?,k,k,p,t,p,w,n,g,3.0,4.0,1.0,1.0,1.0
4965,p,k,y,f,s,f,c,n,t,?,k,s,p,o,e,w,v,l,1.0,9.0,1.0,1.0,1.0
4966,p,f,y,f,m,a,c,b,e,c,k,y,p,n,n,w,c,d,1.0,5.0,1.0,8.0,9.0
4967,e,b,f,f,n,f,w,b,e,?,s,s,p,t,p,w,n,g,4.0,5.0,1.0,1.0,1.0
4968,p,k,y,f,y,f,c,n,t,?,k,k,p,o,e,w,v,p,5.0,9.0,1.0,1.0,5.0
4969,p,x,y,f,s,f,c,n,t,?,k,s,p,o,e,w,v,d,5.0,9.0,1.0,2.0,5.0
4970,p,k,s,f,y,f,c,n,t,?,k,k,p,o,e,w,v,l,5.0,9.0,1.0,1.0,5.0
4971,e,k,f,f,n,f,w,b,e,?,s,k,p,t,p,w,n,g,4.0,2.0,1.0,1.0,1.0
4972,e,k,f,f,n,f,w,b,e,?,s,s,p,t,p,w,s,g,3.0,4.0,1.0,1.0,1.0
4973,p,k,y,f,s,f,c,n,t,?,s,k,p,o,e,w,v,d,5.0,9.0,1.0,1.0,1.0
4974,e,k,s,f,n,f,w,b,e,?,s,s,p,t,p,w,n,g,4.0,2.0,1.0,1.0,1.0
4975,p,k,s,f,f,f,c,n,t,?,s,k,p,o,e,w,v,d,1.0,9.0,1.0,2.0,1.0
4976,p,k,y,f,y,f,c,n,t,?,s,s,p,o,e,w,v,l,1.0,9.0,1.0,2.0,1.0
4977,e,k,s,f,n,f,w,b,e,?,k,s,p,t,p,w,s,g,3.0,5.0,1.0,1.0,1.0
4978,p,k,y,f,y,f,c,n,t,?,k,k,p,o,e,w,v,l,5.0,9.0,1.0,2.0,1.0
4979,e,b,s,f,n,f,w,b,e,?,k,s,p,t,p,w,s,g,3.0,5.0,1.0,1.0,1.0
4980,p,k,s,f,y,f,c,n,t,?,s,k,p,o,e,w,v,d,1.0,9.0,1.0,2.0,5.0
4981,e,x,s,f,n,f,w,b,e,?,s,k,p,t,p,w,n,g,3.0,5.0,1.0,1.0,1.0
4982,e,b,s,f,n,a,c,b,e,?,s,s,p,o,p,n,v,l,1.0,1.0,2.0,7.0,8.0
4983,p,k,s,f,s,f,c,n,t,?,k,s,p,o,e,w,v,d,1.0,9.0,1.0,1.0,5.0
4984,p,k,y,f,f,f,c,n,t,?,s,k,p,o,e,w,v,p,5.0,9.0,1.0,2.0,1.0
4985,e,x,f,f,n,f,w,b,e,?,s,s,p,t,p,w,n,g,3.0,5.0,1.0,1.0,1.0
4986,p,x,y,f,m,a,c,b,e,c,k,y,p,n,n,w,c,d,5.0,10.0,1.0,8.0,9.0
4987,p,k,s,f,y,f,c,n,t,?,k,k,p,o,e,w,v,p,5.0,9.0,1.0,2.0,1.0
4988,p,k,s,f,f,f,c,n,t,?,k,k,p,o,e,w,v,l,1.0,9.0,1.0,1.0,1.0
4989,p,k,y,f,y,f,c,n,t,?,s,s,p,o,e,w,v,p,1.0,9.0,1.0,2.0,1.0
4990,p,k,s,f,f,f,c,n,t,?,s,k,p,o,e,w,v,d,5.0,9.0,1.0,1.0,1.0
4991,e,k,s,f,n,a,c,b,e,?,s,s,p,o,p,b,c,l,1.0,11.0,1.0,7.0,8.0
4992,p,k,y,f,f,f,c,n,t,?,k,s,p,o,e,w,v,l,1.0,9.0,1.0,2.0,1.0
4993,e,f,y,f,n,f,c,b,e,b,y,y,p,t,p,w,y,d,1.0,5.0,1.0,5.0,7.0
4994,e,k,s,f,n,f,w,b,e,?,s,s,p,t,p,w,n,g,4.0,5.0,1.0,1.0,1.0
4995,p,f,y,f,y,f,c,n,t,?,k,k,p,o,e,w,v,l,5.0,9.0,1.0,1.0,5.0
4996,p,k,y,f,n,f,w,n,e,c,y,y,p,o,e,w,c,l,2.0,10.0,3.0,9.0,2.0
4997,p,k,y,f,y,f,c,n,t,?,s,s,p,o,e,w,v,p,5.0,9.0,1.0,2.0,1.0
